jd flux fluxerr zpdiff mag mag_error limitingmag filter
2458204.7060069 2297.429941224543 60.4376695422484 26.2979 17.894794308237106 0.02856112242841441 20.097205714835916 g
2458204.7244213 2209.2732535448745 70.0702074820778 26.3124 17.951776412938656 0.03443450199798775 19.951141480491373 g
2458207.7304051 2177.9162082729276 54.6761531174434 26.2654 17.92029708255336 0.027256282502567845 20.173480111519886 g
2458207.7576505 2042.4733112371237 77.2204579048569 26.2328 17.957409024085777 0.04104741574151704 19.76604405768026 g
2458210.6687384 877.571621633983 40.220732371634 25.3067 17.948493572878704 0.04975964133226714 19.54815005336496 g
2458210.6899884 1529.0365030867106 52.8228177027253 25.952 17.99095536609658 0.03750710533337516 19.897521079522132 g
2458214.6544676 584.5384801063642 55.4076435480323 24.1064 17.189367235003086 0.10291209329649695 18.000050788451055 r
2458214.673588 951.4922894612741 50.2576539736942 24.9511 17.50508681680811 0.05734648144141433 18.95066945948051 r
2458217.6661343 1750.5066846793347 40.3335251779365 25.4572 17.34929056612654 0.025015676129055926 19.69560953590015 r
2458217.6863079 688.7127101344288 46.9524265288096 24.4326 17.337504755182586 0.07401671078841948 18.506029884723826 r
2458223.6665394 3654.7357481149497 26.9298131170918 26.226 17.318860046959777 0.00799994859171607 20.90299164021133 r
2458223.6715278 3708.5727561559966 27.9062422375205 26.2322 17.309182991045912 0.008169667737267272 20.87052158974977 r
2458227.6490278 3761.4942027452403 29.2819132718265 26.2312 17.29279900795885 0.008451793762175634 20.817276364183662 r
2458227.6750116 2146.5763637114537 25.272686490683 26.2319 17.902534142584475 0.012782473610905218 20.97784646429038 g
2458231.6640394 3897.928247768181 41.0636078681673 26.2338 17.256715398862532 0.011437552522419004 20.45273222908197 r
2458231.6959491 2279.791172616188 44.7711404507839 26.2218 17.82706233067214 0.021321263004819718 20.346879595999308 g
2458234.6703935 1828.8332229323178 60.962507686397 26.0152 17.85976474350234 0.03619083127164445 19.80511793076692 g
2458234.7122917 2178.148708245955 55.7602602968678 26.2073 17.86208118270182 0.02779374721988604 20.094063008051396 g
2458237.6610301 2219.7193605932034 73.6105229363782 26.2083 17.842554824965873 0.036004076087649245 19.79352523162692 g
2458237.6915972 2186.722432793793 69.9362187314471 26.1875 17.83801584939758 0.03472308672469373 19.828319620558766 g
2458244.6601273 3867.7646884954606 32.8820914587736 26.2097 17.24104988972789 0.009230159943023225 20.66987640676201 r
2458244.7061111 2136.757154389048 34.1779077520675 26.1373 17.812912083103836 0.01736601390111151 20.555511306008533 g
2458247.675081 2153.003349920056 25.463698915098 26.2044 17.87178823611167 0.012840638595916925 20.942171262887225 g
2458247.7212153 3523.006877438224 38.7770909779334 26.1545 17.287216272524784 0.011950100905098368 20.435636925189943 r
2458262.6615046 6131.8680522965815 99.4031163337639 26.9137 17.444717997548082 0.017600177055856123 20.17277498929991 r
2458263.6678588 9365.047006113655 100.658579519576 27.3589 17.430125096057004 0.011669457688045842 20.604347995663286 r
2458359.9708681 3076.642549674666 57.7043763934848 26.1687 17.448507395001656 0.020362989992786528 20.018253109153413 r
2458360.0132986 1217.718301526263 93.0777461148326 25.3497 17.635832916865134 0.0829867702819397 18.680160343495118 r
2458363.0052894 1664.5491460954324 38.6671487568105 26.181 18.12775844424972 0.02522059712309768 20.465219616181635 g
2458365.9689468 1472.5583210479558 37.2265458707698 26.0886 18.16841873964124 0.027446696184591078 20.41404313584587 g
2458366.0151157 3319.1370768521447 43.0406074452834 26.2395 17.436937028295176 0.014078715768997992 20.407379009078188 r
2458368.947662 3178.669113660311 26.3854074071031 26.1508 17.3951866949902 0.009012148102733654 20.849965478305297 r
2458369.0093171 1782.0598760505932 24.0062354896706 26.2131 18.085794270106014 0.014625529827256727 21.014864834149037 g
2458371.9528125 3307.938480419446 33.9175445193534 26.1989 17.40000643965393 0.011132092783053413 20.62541397986628 r
2458372.0129398 1668.8845863992617 29.9642349752242 26.2331 18.177034241020685 0.01949336112138911 20.794167003941862 g
2458374.9675 1623.9364133130325 24.8286712647615 26.182 18.155577449879836 0.016599472843371352 20.947191293155417 g
2458375.0131366 3308.682329892252 28.5790045507384 26.2437 17.44456231978366 0.00937781936948511 20.85615724517184 r
2458377.965706 3141.5808117023757 23.898555962007 26.1872 17.444329410835394 0.008259110226068286 20.993845838952645 r
2458378.0133333 1673.7777686692305 23.5977872210508 26.2284 18.16915551198527 0.015306761784908059 21.048796787109957 g
2458380.9723958 3321.1315442726936 26.1834771054504 26.2416 17.43838480602033 0.008559552885645461 20.949106690781477 r
2458381.0086343 1817.3101105281623 17.8712851199468 26.2762 18.127627393067975 0.010676688663272345 21.39838553005115 g
2458383.9935185 1619.2315220820003 16.327961226005 26.202 18.178727625531728 0.01094795108748871 21.422245088183658 g
2458384.0085648 3226.5451976698587 18.4211799795122 26.2245 17.452655617217236 0.0061985417461995805 21.3137813748095 r
2458384.9288194 1035.6067970446709 71.2857956314247 25.756 18.218012769508263 0.07473395166766116 19.37606748618015 g
2458386.9480903 3265.512332870224 59.2624783278219 26.2153 17.430421679247136 0.019703270470873845 20.035925465394058 r
2458387.0065509 1884.8290797694626 70.0820264810418 26.2697 18.081520066004252 0.04036867690930022 19.908258360825755 g
2458387.9958102 3373.046821340016 40.5724726863878 26.2415 17.42144407579332 0.013059271314268803 20.473496297768904 r
2458388.0270139 1897.4098522794611 61.6830306762436 26.2817 18.08629712170059 0.03529509785392117 20.058860729696594 g
2458388.9658565 1780.7796919772575 46.2719702257843 26.2074 18.080874514195287 0.02821094507111866 20.296680009592762 g
