jd flux fluxerr zpdiff mag mag_error limitingmag filter
2458204.7140278 459.1972767023693 75.5086325004102 26.2719 19.616901740531308 0.178528328596406 19.829483476544574 g
2458204.8159606 487.269715074474 77.9698894976105 26.2824 19.562976450434327 0.17372700664275342 19.805157692360734 g
2458208.7600926 222.20421343258863 213.741711475417 24.9745 19.10761927558088 1.0443518264754301 17.402351782767997 g
2458208.7775347 114.81424904912004 207.211076703418 25.4113 20.261310525938534 1.9594176492906754 17.872842570663824 g
2458215.744456 60.263723046241154 68.7398866790875 24.1364 19.686260103640887 1.2384049838776146 17.795952959542284 r
2458215.7575926 118.17205926694263 66.1374710628511 25.4698 20.288512990968172 0.6076347723680927 19.171256027852074 g
2458218.715787 712.8508114545597 25.0079238704075 26.0694 18.936903379232636 0.038088057851403824 20.826780892685733 r
2458218.7415856 758.2694204453103 23.8068240900246 26.0924 18.892841144814177 0.0340869197908053 20.903221331829354 r
2458221.7197454 717.202029306758 65.1171783244182 25.7663 18.627196225704502 0.09857434532799178 19.484636055859312 r
2458221.7393634 706.3051851951959 50.2676874841932 25.8758 18.75331901363233 0.07726918822846521 19.87515272317327 r
2458224.6950926 452.62370875651203 32.9247735705981 25.4271 18.787756752817728 0.07897603676971343 19.88586799684669 r
2458224.7232639 726.5338486664781 26.9356917928496 26.0475 18.894360368602 0.04025150463832219 20.72425465399381 r
2458227.7444097 810.2146881527959 28.1103615920099 26.1164 18.84489971969826 0.03766831190141247 20.74680890890117 r
2458231.6675694 713.6390084663025 30.2627424002609 26.1026 18.968903547159144 0.04604044766915892 20.652904286408123 r
2458236.6688657 347.4108486370883 92.6121718918028 26.2376 19.88549155978808 0.28942399299673477 19.573504816244238 g
2458236.6894097 451.8222303202552 90.6864719604613 26.2141 19.576681012401988 0.21791380768866733 19.5728187227531 g
2458245.651794 762.3754983949352 30.1820285718029 25.9675 18.76207767429679 0.04298226856633737 20.520703924423437 r
2458248.6595718 804.5006323718687 23.2619714237099 26.1245 18.860684025477 0.03139279368900215 20.960458694460304 r
2458248.6714931 461.02552577231637 20.43832482167 26.2774 19.61808757050004 0.048131584952295886 21.25386174662348 g
2458258.6601505 425.09110499472735 35.9878636788073 26.215 19.64379495630792 0.09191446995007277 20.577184822377838 g
2458258.7072106 737.3925737940464 32.0311871605287 26.0466 18.877353101109094 0.04716112032598123 20.535242401498813 r
2458267.6663657 375.80898098580553 61.1604784628715 26.1837 19.746282113635758 0.17669064558531034 19.970097803482723 g
2458270.7409144 277.6745798531767 68.26039016835 25.9872 19.878359691467068 0.2668962554835383 19.65435307334541 g
2458274.7128819 415.6486663577837 22.2230322449917 26.1468 19.59998402157167 0.0580479334140793 21.032366698122452 g
2458278.6925694 360.95095407848163 33.7049613407147 26.089 19.69537951476601 0.10138074470820606 20.522340405801803 g
2458281.6911921 779.0938786779271 26.707815698948 26.0515 18.82252551969761 0.0372184614690509 20.73747906250642 r
2458290.6925 248.7113537059363 56.5681646977113 25.9578 19.968560971693588 0.24693708388126262 19.828944767454168 g
2458427.9975579 879.4782379883625 49.2733706735036 26.0579 18.697337255890087 0.060827086139828665 20.07894430831376 r
2458428.0252662 400.01552847351684 35.5342697462017 26.1785 19.673307872933467 0.09644514754382932 20.554456502113847 g
2458430.9817361 753.7451976024344 36.10094937749 26.0518 18.858738604746087 0.052000066950760634 20.410578431488354 r
2458431.0386921 518.6302058671857 20.9534503486048 26.2294 19.442255482031694 0.04386393385136921 21.178836120906716 g
2458434.9836458 851.4899400613737 73.2495991554911 26.0508 18.725351196621748 0.09339756826414713 19.641361858063345 r
2458435.0223148 548.9947788520178 46.823829134117 26.2083 19.359379464587615 0.0925994804490006 20.284707673371702 g
2458437.9870139 477.85298392810756 41.9741530174753 26.1338 19.435564244293627 0.09536685856068464 20.32892013562479 g
2458440.015463 475.91253140083063 21.1836850438307 26.0959 19.402082148769136 0.04832637372331829 21.03347121222025 g
2458440.9814815 481.8348081088331 22.9809671307895 26.0838 19.376554573611166 0.051782136935741165 20.93295423520629 g
2458441.0450347 801.4325401697516 30.7648984343812 26.1198 18.86013257025224 0.041677182490160565 20.652236274986365 r
2458443.9555208 789.1370453610798 47.0754013348204 26.0622 18.81931892139441 0.06476665051990885 20.132789911104958 r
2458447.9992477 988.3738373823138 51.4495653935201 26.1217 18.634396897629756 0.056515855676315306 20.095820712842066 r
2458449.9759028 62.94289390922536 115.881123624685 24.22 19.722633233795506 1.9988298615688624 17.312543245094307 r
2458451.0205556 503.21213426997605 46.3560581131842 26.2409 19.48652223755286 0.10001502123254132 20.32820874257028 g
2458461.9609606 330.95264240557646 29.0744608537184 25.7059 19.406485367625578 0.09537963474000107 20.29969581397138 g
2458462.0430208 699.8296643456074 36.2308187532055 25.8543 18.74181913152418 0.05620767727406511 20.209179618055018 r
2458464.9803704 510.9524354896865 20.9193997138402 26.2362 19.465248816032165 0.04445069773970135 21.187401943632086 g
2458467.9984722 30.75145779063045 20.674205846044 23.4506 19.730935728549067 0.7299161373054958 18.41460289895581 g
2458468.0409838 781.2341454603505 28.3990575238043 25.9335 18.701546958068313 0.039466857577539365 20.552815170644728 r
2458472.9445139 902.8889720600617 46.8053086606814 26.1447 18.755614128607867 0.0562821400918843 20.221537205230568 r
2458473.021088 507.523656705725 24.4338192166167 26.2936 19.52995927399349 0.05226908573221887 21.076196598531183 g
2458476.0240856 579.9311352264294 66.8232042164269 26.3019 19.393458935777137 0.12510097908340126 19.992156747894008 g
