jd flux fluxerr zpdiff mag mag_error limitingmag filter
2458202.8773148 477.5665185615098 29.5767132079044 26.3067 19.609115321288463 0.0672397169436113 20.881900213670814 g
2458205.9035185 408.30737304118696 66.3027465647805 26.1832 19.655731944252075 0.17630073983043387 19.881946191028035 g
2458205.9886921 557.0682507104133 37.9502900277229 26.3156 19.450828982033915 0.07396334260757854 20.620137241021368 g
2458208.8605208 422.535691635449 126.861142611852 25.8142 19.249541500657703 0.32596806674622825 18.808453442462756 g
2458208.9251736 400.2258219151237 128.539579527231 26.0965 19.59073723706637 0.34869169816411894 19.076482801828597 g
2458211.8982639 556.85412873979 98.6401703967576 26.3365 19.472146389894448 0.19231900685036143 19.603940454625384 g
2458211.9457755 519.704500442701 100.13449076062 26.3459 19.556508805840828 0.20918813773249478 19.597015755327384 g
2458214.8695949 72.26616912883338 63.4684540975321 23.6781 19.030762417179847 0.9535264072299803 17.42428018835252 i
2458216.8657755 768.2832383078583 29.5258313666892 26.1663 18.95249660435833 0.04172444941714224 20.74336965165248 r
2458218.9261806 736.4183262163136 23.7760846443687 26.173 19.00518853088045 0.0350530319241521 20.985224143662144 r
2458219.8447106 779.2036552964012 27.8685952704082 26.2138 18.984672547050586 0.03883058514859347 20.853587293039176 r
2458219.8613079 765.2602903577929 25.4107741969406 26.2292 19.019677054471753 0.03605110299492946 20.969230246611048 r
2458219.9183218 849.6896111302341 37.3273364207513 26.3108 18.987649229218444 0.04769540385235818 20.63330748682217 r
2458222.8405787 751.5168597485138 29.9720002037612 26.1835 18.993653179696633 0.043299894339180724 20.74428567196354 r
2458222.8609028 715.9754694473526 31.3208197716232 26.1952 19.05795464278537 0.04749466354245225 20.708192187940305 r
2458226.8571412 694.8739605581407 23.9712963717022 26.1996 19.09483490650363 0.03745375125274895 21.002946185693183 r
2458226.8775463 740.9647786096943 24.8231726745086 26.2085 19.034006088752772 0.03637219926064835 20.973931768354866 r
2458229.0064931 572.9005797285981 28.2497539786382 25.5673 18.672101845699046 0.05353591701571893 20.19233831418592 i
2458229.8164931 380.3338427544159 22.9466657527498 26.3579 19.907487571512053 0.06550349247738933 21.208676015062863 g
2458232.8327315 597.2564915640068 23.0557684080914 25.5633 18.62289780304481 0.04191105180810286 20.408925986495873 i
2458232.8771528 630.3830291977974 55.5342776081207 26.03 19.03098871795615 0.09564592066487586 19.921172171854682 r
2458232.9574653 380.13702787694467 20.7910802530819 26.295 19.845149562907462 0.05938089208736108 21.252882352199194 g
2458235.8018171 266.29585352381025 57.3139603192739 26.3175 20.254088989702012 0.23367155701157738 20.17442394247977 g
2458235.8558681 361.0017558303483 71.9665165767429 26.3302 19.93642671444931 0.21643675075111998 19.939948784480656 g
2458237.8002199 508.9745325572437 98.131155804975 26.1882 19.421459869534157 0.20932480712181573 19.46125770399253 g
2458243.855787 561.3146712943936 29.8971899057089 25.5762 18.70318401578109 0.05782741969985696 20.139699063984057 i
2458245.8136458 10.356974026904117 36.1539327083144 23.1106 20.572517782176114 3.789941409474613 17.467786125773507 g
2458247.6528472 556.7404214948474 55.4100522176433 25.5411 18.676968115248584 0.10805519299491369 19.434703590577392 i
2458248.7962269 748.8998929341084 31.7653157948949 26.2254 19.039340578755166 0.04605101921352761 20.723092046081348 r
2458254.8647338 653.1014550378998 24.8500085282555 26.2093 19.17184837169508 0.04131005076012479 20.97355863387353 r
2458254.883206 509.69288495407403 20.0763784454533 25.5627 18.79442857223164 0.042764819211067985 20.558561555005227 i
2458254.9016319 356.21938280682264 18.4602847809559 26.3044 19.925106132893447 0.05626401075865305 21.391378997998096 g
2458257.8587037 713.7500768339243 23.9055550522363 26.1801 19.046234579987665 0.03636323408235794 20.98642790957145 r
2458261.7350579 308.8699245911495 42.5758827175792 26.2497 20.025260944850153 0.14965728996652292 20.429365836980306 g
2458261.8162153 718.6220656700284 56.1921899417651 26.6023 19.46104862921304 0.0848956127765043 20.480685094405388 r
2458261.8171296 842.568049871104 50.0385907881009 26.3906 19.076587533292795 0.06447775705113916 20.394912313223674 r
2458262.790706 359.172660577872 44.7340117146114 26.2951 19.906841820685862 0.13522108403354843 20.42108037130523 g
2458262.8153356 658.558643191777 43.8176997688757 26.2102 19.16371386504098 0.07223787453232891 20.358651050844063 r
2458263.7834491 292.25431606303493 69.2560524639541 26.3148 20.15039766595407 0.25728036175143204 19.96623065540228 g
2458263.8585648 705.5300924967228 57.8706769645872 26.2531 19.13181114461619 0.08905388253264927 20.09952858235835 r
2458267.716875 398.77627215616053 91.1746566453111 26.2708 19.768976727068328 0.24823022740192152 19.623689647962273 g
2458267.7178009 198.9939235752837 97.0041389048 26.2825 20.535400462217126 0.5292492942333363 19.568099327072485 g
2458267.7496991 559.4942667750004 46.0751049406782 25.5463 18.676810898490274 0.08940885439709302 19.640209156556125 i
2458269.7724421 323.763164910205 86.3208316010582 25.9482 19.672631407997862 0.28946630446753113 19.360485950113834 g
2458269.8336806 279.05534082363374 71.4010959236748 26.2142 20.09997415282856 0.2777949693259138 19.83251279480524 g
2458269.8381944 364.7534419462226 120.429590256001 25.2951 18.89010150313598 0.3584624327142538 18.345841967328838 r
2458270.8184722 671.905672607043 40.0985129077476 26.275 19.206729230838924 0.06479325482552152 20.51975432244334 r
2458270.8193981 647.304502228935 44.6757308684326 26.275 19.247228430754326 0.07493295788432892 20.40239582407076 r
2458271.6917014 653.844316287324 30.5385443986845 26.275 19.236314117821404 0.0507088565698901 20.815454157087554 r
2458272.8527431 507.17565156928345 29.1989963088996 25.5528 18.789904010464305 0.06250566286942837 20.141955181172314 i
2458273.773044 319.7610142956973 18.4690127725398 26.3238 20.061736217862453 0.06270873017873173 21.41026578506085 g
2458273.7739583 340.78575509620356 18.2010714817781 26.3223 19.991096417776916 0.05798629494412992 21.424632600938146 g
2458273.8175694 658.480554842784 29.1458643597096 26.2111 19.164742613445576 0.04805557992960296 20.80223264058006 r
2458273.8185069 724.146957968634 28.8171786073633 26.275 19.125433223463254 0.04320505730187644 20.878446343526672 r
2458274.7728009 316.61769045243545 16.7715390443759 26.3271 20.07576205840275 0.057510557652224355 21.518242695225084 g
